Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,0,1,2,3,4,5,6,7,8,9,label
-0.3757066,0.30469966,0.23874718,0.092643544,0.5854337,0.028229363,-0.10718856,0.03657153,-0.0038729387,-0.19562924,-0.17112766,0.16341953,0.028089045,0.89352995,-0.017320205,-0.07944887,-0.042158417,-0.05205165,0.17213027,0.34654775,-0.03607454,0.2800883,-0.04546214,0.35623524,-0.0027034106,0.08091408,0.15662074,-0.09453234,-0.06740459,0.08766583,0.10791314,0.18286796,0.24072063,-0.014305104,-0.14427732,0.07452107,0.51280814,0.31584507,0.2156176,0.08212766,0
-0.20949873,0.0871243,0.08543518,-0.07734748,0.361283,0.083608024,-0.06548125,0.002223962,-0.011991591,0.15555188,0.09197839,0.18436116,0.18836728,0.88927734,-0.010165021,0.020655112,-0.03764314,-0.027295226,0.40178517,0.25591776,0.038031287,0.2961836,-0.05008612,0.3068561,0.032445673,0.10622647,0.051197074,-0.06306544,-0.09039045,0.07461389,-0.03444668,0.33873543,0.17367803,-0.032763388,0.20839027,0.22602543,-0.09121725,0.5264688,0.018747611,0.11663302,0
-0.12242963,0.30628133,0.18542457,0.43835193,0.46207914,0.026865937,-0.062210385,0.09015965,-0.027416714,0.31212738,0.18386224,0.17933996,0.26100835,0.9409626,-0.012389029,-0.10556492,-0.13817574,-0.11190643,0.48874113,0.4095083,-0.060713258,0.48594114,0.10493839,0.36715108,0.10793084,0.15628996,0.17435671,0.27950972,0.18624827,0.08493994,0.040518556,0.41381723,-0.11104111,0.07697898,0.33550575,-0.21804397,0.49261397,-0.1284137,0.72985375,0.18352784,0
0.4709772,0.36687055,0.4192182,0.7610921,0.73138106,-0.072408676,-0.014454897,0.040649984,-0.029753242,0.34502527,0.09364168,0.31856012,0.3556785,0.70387155,-0.052779365,-0.086694576,-0.07933812,-0.09277325,0.42554596,0.51647735,0.040239044,0.47197744,0.1738778,0.4606837,0.080310196,0.11059173,0.08341245,0.8523117,0.8421965,0.17571203,0.05536566,-0.08520552,0.1344976,-0.062487174,-0.022416087,0.14141789,-0.011638777,0.1693135,-0.06966217,-0.13160254,1
-0.08618916,0.3357383,0.461632,0.7284322,0.73973894,0.12855624,0.0031730947,0.048129596,0.015674256,-0.24259263,-0.4417305,0.118417196,0.04156924,0.9285828,-0.018743271,0.045376517,-0.11883301,-0.09175177,0.08133894,0.464951,0.00727067,0.5238812,0.0748734,0.5440069,0.09091667,0.08938281,-0.020715134,0.7004274,0.71247435,0.05165164,0.06570356,0.15871873,0.17918456,-0.09335664,-0.19639473,0.3533139,0.41686866,0.3367295,-0.25676662,0.33224928,1
0.7153633,0.26512352,0.30898494,0.8319973,0.4892144,0.06398884,-0.101210214,0.106132284,-0.09635698,0.10572411,0.008818517,0.47192532,0.39323384,0.6939377,-0.06549097,-0.17193712,-0.14287725,-0.17809434,0.54304427,0.62102145,-0.07312108,0.5719164,0.13277927,0.5477808,0.046823833,0.0358579,-0.07032367,0.928356,0.93308437,0.1485563,0.06480453,0.43721756,-0.11760731,-0.066037886,0.49165252,0.20562477,-0.4248778,-0.13542216,0.52169573,-0.12864302,1
0.2712747,0.16058858,0.16906969,0.07842878,0.45861858,0.0043893917,-0.06684699,0.074423365,-0.032192145,0.22118632,0.17742287,0.20069303,0.23764838,0.91391724,-0.027350867,0.007835485,0.033936393,-0.035498317,0.72623897,0.34277058,-0.06674185,0.38365287,0.09375506,0.37483495,-0.047667485,0.052303288,0.19160128,0.28678414,0.19896135,0.026841078,-0.01024397,0.15362015,0.28270218,-0.09349008,0.075320825,0.03192064,0.5544034,0.24044771,0.654544,-0.16307786,0
-0.13608405,0.23386192,0.17062525,-0.035636045,0.5345185,0.042555112,0.054606054,0.029194234,-0.0197383,0.2361739,0.0712879,0.027232032,0.18101847,0.91854227,-0.06590374,0.019935928,-0.013497645,0.06845477,0.53917396,0.24583653,0.025146173,0.3927401,0.08632856,0.37828285,0.008528555,0.01417805,0.019426284,-0.058373757,-0.091062196,-0.022390703,0.068206765,0.52501166,0.02538874,-0.004695718,0.43318194,0.028018206,-0.13149472,0.13101871,0.46309736,0.37443146,0
-0.05323366,0.24779157,0.18434553,-0.09912052,0.5833185,0.07894042,0.034630205,-0.061381713,0.05078053,-0.0850588,-0.06757427,0.119321406,0.026012164,0.9162234,-0.022754414,0.04917969,-0.03825079,-0.007749764,0.5693276,0.38933337,-0.08081266,0.40530372,-0.0036330435,0.33824754,0.0794928,-0.013840384,0.14559697,-0.16770418,-0.15069984,0.094472714,-0.0036618658,-0.19087248,0.03884423,-0.0057213665,0.38563117,0.28261146,0.20134445,0.39825138,-0.11240045,0.19839865,0
-0.16102718,0.41240048,0.5769484,0.8475356,0.743358,0.0818502,0.040988676,-0.017192826,-0.034112845,0.06662329,-0.11372563,0.26093334,0.21244015,0.8694932,-0.103284195,-0.0127931265,-0.08072491,-0.17088164,-0.18553726,0.37981382,0.079571016,0.5567301,0.08467094,0.4886766,0.110057324,0.17445847,0.07545946,0.789305,0.7980446,0.2220368,-0.0063176802,-0.012333363,0.23873417,-0.06494927,0.030948142,0.16822094,0.1368444,0.39359814,-0.18659659,0.21298932,1
0.23901965,0.5355785,0.5229636,0.8117084,0.75370395,0.081370786,-0.025127295,-0.02782585,0.052034345,0.18924958,0.18715008,0.24837704,0.31330106,0.6476115,-0.041853692,-0.019182857,-0.07459762,0.0019109934,0.1559535,0.46291137,-0.034974787,0.4478727,0.11820577,0.4436872,0.10428723,0.119640894,-0.025087997,0.842163,0.79390776,0.0013619877,-0.010901708,0.19583556,-0.041850418,-0.049561832,0.106672056,0.26195785,0.028884528,0.054340944,0.34323254,-0.043861054,1
-0.22999704,0.7426628,0.59525865,0.29928878,0.94935626,-0.13861465,-0.01915725,0.06498761,-0.08245822,0.09400076,-0.099385776,0.011547354,0.14072269,0.9971514,-0.044136524,-0.16568868,0.023849608,-0.12565511,0.71179706,0.6566149,-0.24710742,0.6269833,0.21738718,0.6263695,0.11866286,-0.06986145,0.20815344,0.06263737,0.19908254,0.054007724,0.27948043,0.73330295,-0.016727857,0.10038363,-0.20846713,0.07450547,0.7883456,0.0881459,0.025353068,0.8348818,0
0.36319673,0.2759466,0.14317897,0.6362208,0.4388429,0.0524753,-0.037642796,0.048139,-0.07112258,-0.053658344,-0.10032933,0.11527133,0.119793385,0.6828774,-0.0035718193,-0.041480567,-0.0060579726,-0.08266921,0.32434928,0.4133014,-0.042165313,0.3919677,0.085535,0.38865066,-0.012057938,-0.015313936,-0.039695073,0.7107192,0.69714,0.036776125,0.07865995,0.5002134,0.20178255,-0.12285459,-0.03552575,-0.057827663,-0.11761048,0.056427963,0.2064663,0.014256765,1
0.27177557,0.11030015,0.06409374,-0.06490166,0.37048966,0.03216419,-0.08621688,0.07564198,-0.013801209,-0.3412251,-0.46973625,0.2514304,-0.015442457,0.97219175,-0.09369248,-0.15807842,-0.016557796,-0.034294367,0.6689074,0.5612493,-0.022340365,0.5842718,0.17221819,0.5598086,0.041293066,0.073428735,0.13264272,0.029552089,0.13662899,-1.16452575e-05,0.17022675,0.5161263,0.1521799,-0.19452474,0.6474059,0.25526574,-0.27219757,0.47660464,0.5643058,0.21976626,0
-0.18637604,0.30455032,0.2625886,-0.08674348,0.5859536,0.024698062,-0.010132797,-0.028467758,0.028261796,-0.07201382,-0.04991579,0.091419585,0.038502872,0.766706,0.004237761,-0.0014236486,-0.02435635,-0.032272816,0.33108893,0.23685586,0.019792516,0.21316119,0.017605959,0.22995152,-0.040479764,0.008555578,0.11920186,-0.1261943,-0.11572786,-0.016568372,0.10371571,0.28993753,0.2755158,-0.01940471,0.09572544,0.1554744,-0.10347498,0.32678074,0.26389128,-0.057182692,0
0.086469434,0.38559675,0.21022531,-0.23996085,0.7456038,-0.018663125,0.07471642,0.11511075,-0.07500085,0.30387852,0.24270844,0.14511241,0.2878623,0.9568577,-0.034014396,-0.03329862,-0.03182013,-0.047689084,0.8291911,0.31062818,0.051985655,0.40447304,0.013840764,0.39102748,0.044455953,0.036271233,0.20823547,-0.10128277,-0.10624631,0.05841945,0.077236235,0.25891942,0.016713995,-0.050333798,0.27781716,0.041492406,0.55233306,0.49438053,0.6808658,-0.0912292,0
0.537328,0.2722238,0.19484137,0.79828703,0.51608366,0.0045970166,0.031580813,0.13678892,-0.09654328,-0.06606304,-0.14612591,-0.11499141,0.043767437,0.90484977,-0.038120303,-0.066304535,0.010808976,0.020650709,0.35460794,0.42791185,-0.01258759,0.45298898,0.11733575,0.42863655,0.0004924088,0.04741943,0.10796754,0.8913778,0.8813943,0.117427476,0.11097817,0.49249485,0.42440376,-0.058332723,-0.19364738,0.055416714,0.3666743,0.7895514,-0.2833666,0.14592886,1
0.3692605,0.078243144,0.08824689,0.23318635,0.3076504,-0.0055596107,0.037993424,0.00854833,0.0026552172,0.09177915,0.07315139,-0.096357405,-0.049025428,0.51750106,-0.030470094,-0.024955511,0.006093583,0.010497844,0.4494333,0.20520535,0.038632408,0.17451675,-0.017451528,0.20482509,0.016784914,0.0056844787,-0.012563274,0.49243692,0.52675223,-0.011916079,0.027145104,0.06385317,0.1395094,-0.02038489,-0.21258527,0.09228556,0.28249788,0.15305415,-0.17704137,0.106538005,1
-0.34817833,0.42673,0.45198593,0.82844895,0.7385183,0.036857784,-0.11475918,0.04574467,-0.023513539,0.2934455,0.091891184,0.3753384,0.38626274,0.9640173,-0.081648834,-0.19850603,-0.12161054,-0.08416011,-0.25156882,0.5575527,-0.062915355,0.53653556,0.12419905,0.55438805,0.11102113,0.010464411,0.119493306,0.7553096,0.70270836,0.08333256,0.12621139,0.44890934,0.098936655,-0.058490947,-0.30039114,0.08439723,0.65558153,0.13524824,-0.30194244,0.6166165,1
-0.04707968,0.102630384,0.059468456,0.05113866,0.27188158,-0.043368984,0.029944602,0.023533253,-0.035843212,0.1494336,0.10926875,-0.00073804695,0.11131677,0.75614864,0.01296175,0.008591394,0.015510196,0.07227981,0.3347342,0.18668254,0.024168301,0.21843474,0.029122796,0.22547774,-0.03896443,0.00042589006,0.097563066,-0.00032604486,0.022313593,0.041172575,0.043804236,-0.055256978,0.09759613,-0.03325228,0.29359266,0.15160172,0.02075116,0.24034265,0.11513331,0.08644073,0
-0.29424098,0.64281905,0.6737083,0.32717344,0.9153378,0.17047772,-0.056023028,0.011685843,0.0037971796,-0.2736176,-0.3214033,-0.029428562,-0.13644083,0.975101,-0.044849336,0.021580344,-0.14469615,-0.13516308,0.47209242,0.40207115,-0.03873505,0.39178652,0.0077241873,0.42573476,0.03843066,0.12659118,0.20174444,-0.08957444,0.13515764,0.045868173,0.06446551,0.1920305,0.29014805,0.1128518,0.58230054,0.09539754,0.123105906,0.44642043,0.44321844,0.35089448,0
0.23649639,0.39272198,0.43425676,0.8530805,0.6943306,0.11391786,0.02840301,-0.09288405,0.05883417,0.02283939,-0.10451636,0.20319897,0.18408035,0.7701319,-0.08585089,0.0020614944,-0.04896927,0.116010934,0.04761867,0.5042927,-0.027460018,0.54332066,0.17527717,0.43286493,0.050662264,0.11340937,0.12831,0.8202193,0.84492266,0.0053152577,-0.004597296,0.22709207,-0.038578097,-0.1730463,0.05540233,0.08969491,0.4798825,0.0405739,0.14508405,0.25930887,1
0.04022092,0.20109636,0.07865468,-0.34564728,0.56759655,0.11057431,0.010677528,0.014172522,-0.05090726,0.1227883,0.046162646,-0.06641074,0.1019039,0.9370847,-0.09941064,0.05978825,-0.017695026,0.015671639,0.7247166,0.17040081,0.06657187,0.25004658,0.04542785,0.250038,-0.04860127,0.05061068,0.061523147,-0.18236694,-0.16540349,-0.005054826,0.015401216,0.34374228,0.07119191,-0.025840376,0.53827465,-0.006628811,0.0368137,0.29420355,0.534943,0.31227103,0
0.76228553,0.19363914,0.31093353,0.7866858,0.56999433,0.107517585,-0.071062945,0.023903186,-0.07824757,-0.037807114,-0.24202038,0.11097844,0.05407577,0.5227517,-0.14702557,-0.10317178,-0.07948283,0.015667677,0.53971934,0.43428457,-0.06333873,0.4235852,0.18110117,0.50007075,-0.03456552,0.058978166,-0.028963178,0.91438794,0.91629386,-0.00020198524,0.10447249,0.19357218,0.13796684,-0.064094335,0.032738075,-0.008652464,0.02172106,-0.073502086,0.15608226,0.052281845,1
0.3969407,0.40907228,0.36747846,0.05169182,0.7896857,0.0012022028,-0.06692658,-0.00863151,-0.0541966,-0.0035369752,-0.042181768,-0.110951915,-0.018736783,0.8418904,0.011601106,-0.03142442,-0.07531341,0.03944137,0.76724625,0.36808348,-0.06894461,0.3645197,0.078815214,0.37859845,0.09051144,0.05814641,0.17830922,0.21528783,0.18876803,-0.058103926,0.13464324,-0.047004845,0.32571465,-0.03128146,0.24241297,0.09217739,0.23237753,0.17014295,0.38729817,-0.11564223,0
0.48250794,0.30998504,0.4174759,0.8025911,0.63723594,0.011767005,-0.11768258,-0.028669098,0.039095555,-0.04669291,-0.05310233,-0.07547465,-0.04762023,0.6502123,-0.03209407,0.018218143,-0.08051443,0.043159448,0.22563411,0.37260598,0.02805179,0.37863228,0.119426146,0.35483614,0.02870083,0.041718796,0.045954257,0.8176739,0.8384671,-0.03785093,0.07319106,-0.39604142,-0.034327943,0.023682741,0.4763725,0.2788938,0.18798123,0.21819262,-0.05542161,0.19620128,1
0.23686484,0.016913742,-0.06317185,-0.021190243,0.42413223,-0.047077343,0.0724767,0.0037290812,-0.03973218,0.20988405,0.14768724,0.0154856695,0.12105784,0.9300275,-0.0020368444,-0.052410994,0.022757629,-0.023766583,0.78682303,0.24184635,0.036500495,0.31903684,0.041921392,0.26383412,0.014488089,0.011862344,0.19971241,0.19981332,0.17453232,-0.02521361,0.03248637,-0.32427815,0.07752586,-0.008071842,0.24170174,0.043256212,0.64535093,0.5650893,0.11424,0.051870327,0
-0.12568446,0.75423896,0.7322022,0.9474118,0.9178746,0.093575485,-0.119728096,0.060985494,-0.02658622,0.047000896,-0.09535159,0.45227352,0.44894594,0.9616705,0.029275186,-0.23832448,-0.052067425,0.06783133,-0.17150702,0.59374666,-0.17064203,0.59492815,0.23637277,0.6357807,0.06993427,-0.077047735,0.14956951,0.90072095,0.9154097,0.07923719,0.027821846,0.05094555,0.060672157,-0.10704594,0.22605832,-0.097204246,0.835667,-0.339194,0.13581666,0.7642711,1
0.047321267,0.13248904,0.110196725,0.16715612,0.36240217,0.011090528,0.022539426,-0.04306504,0.059348777,0.04208587,0.09311507,-0.104498774,0.005930172,0.6893072,0.059473142,0.015748212,-0.026146272,0.028527485,0.3015192,0.16986617,-0.012030506,0.15798336,-0.026873887,0.15782367,0.013810483,0.05964484,0.0829229,0.20037626,0.17769668,0.041127805,0.028918773,0.17744136,0.23604862,-0.015721325,-0.22622015,-0.018212931,0.36065325,0.109284826,0.026736526,0.103844404,0
-0.09450305,0.31129003,0.191943,-0.083037905,0.64330256,0.016864913,0.040135697,0.032403525,-0.014355299,0.21580444,0.12956889,0.030825788,0.13987389,0.90677583,0.0061625205,0.041177016,-0.0067555956,0.06097989,0.6192558,0.2913582,-0.029159265,0.36781532,0.088959284,0.2769376,0.041635513,-0.01939629,0.20440084,-0.1557416,-0.07538255,0.051998448,0.10175339,0.23372374,0.18725422,-0.004206468,0.45927778,-0.03125732,0.13835242,0.20908764,0.5951317,0.13030817,0
0.19769382,0.12496983,0.13466626,0.44036776,0.33338764,-0.022248408,-0.020264883,-0.0009718786,-0.00055729033,0.21587849,0.09338517,0.18836582,0.1555844,0.6046768,-0.03120277,-0.018595679,-0.034276515,-0.06357049,0.29949686,0.345832,0.019654099,0.32157913,0.07901353,0.2952027,0.08854843,-0.021240352,0.0014569358,0.4722831,0.5436969,-0.03628678,0.012341893,0.32726103,-0.04439437,-0.09908191,0.20833474,0.15142247,-0.122420736,-0.035123415,0.07403937,0.18524289,1
-0.21535054,0.235627,0.17993923,0.09970849,0.40241742,0.054932285,0.023407884,-0.052771986,0.098265536,-0.06826151,-0.0204931,0.08079153,0.13080025,0.7843523,-0.026036143,-0.03569424,-0.06026438,-0.044535868,0.2830197,0.290628,0.056928135,0.28196812,0.01127785,0.3187756,0.028289981,0.08937737,0.13570888,0.05417327,-0.024060255,0.01432062,0.06464681,0.14027219,0.13614939,0.002856957,0.14556418,0.15055722,0.13236053,0.31880978,0.3942411,-0.16921124,0
-0.113321245,-0.11885692,-0.052321214,0.12778936,0.018996952,0.11056223,0.10732981,-0.044363376,0.048843253,-0.10172078,-0.021023458,0.10289831,0.023293814,0.96990234,-0.020016935,0.022448031,-0.10225308,0.024685616,0.45055774,0.3868446,0.038999796,0.42287645,0.008157566,0.42738435,0.115197666,0.09677869,0.18524517,0.10518906,0.09366098,0.027882097,-0.0060159285,0.016833434,-0.007184397,-0.055138063,0.1727144,-0.013881463,0.7199317,0.23763037,0.1393373,0.36843163,0
-0.28373283,0.18878777,0.060360156,0.15978348,0.38957962,0.09348711,-0.012962177,0.01938196,0.047682848,0.26852617,0.2519565,0.110680304,0.31396404,0.9697219,-0.080313385,0.0649696,-0.08994138,0.020368135,0.5092631,0.37685683,-0.03767374,0.5247159,0.017815184,0.48723662,0.06356867,0.10053478,0.15947343,0.0672921,-0.063983954,-0.019482711,0.023280034,0.5866948,-0.043021917,-0.06843806,0.20201735,-0.138532,0.38974366,-0.0068955184,0.71606266,0.25139192,0
-0.14581123,0.20674206,0.18027702,0.13006839,0.3843509,0.036221825,-0.06127268,0.018407699,0.013344212,0.20526826,0.16680823,0.19076651,0.25443158,0.87082297,-0.013593529,-0.042391874,0.018172055,-0.0638067,0.3611357,0.4130694,-0.07720821,0.4015905,0.05120528,0.35904643,0.04151456,0.069147125,0.08714953,0.09098876,0.04736963,0.07949722,0.032746576,0.32880336,-0.09846591,0.043854605,0.14122252,0.14884982,0.18920672,-0.124507196,0.3310756,0.25421807,0
0.3891835,0.4758523,0.43540156,0.6810488,0.7810067,0.067168735,-0.13443269,-0.0036407278,0.009834612,-0.003874346,-0.06361596,-0.18529741,-0.13474344,0.74314463,0.10560912,-0.05130909,-0.09410314,-0.050953105,0.4992671,0.24817912,-0.015971547,0.29740915,-0.010599246,0.36590928,0.11283556,0.04042173,0.18495263,0.75320274,0.72757596,0.042450406,0.13744256,-0.28078875,0.22507146,0.10441965,0.2365927,0.17443214,0.1494718,0.5271239,-0.16353755,-0.0804477,1
-0.0818234,0.0067592016,-0.06732318,-0.1015603,0.056695703,0.058272373,-0.0072672577,0.017459186,0.034398075,-0.022300998,0.027813083,-0.026783727,0.017657002,0.83787787,-0.034675185,0.059770074,-0.03809883,0.030828364,0.39213806,0.21974225,0.040099483,0.26867986,0.031618673,0.21719083,0.016948184,0.059815515,0.0237392,0.0036328349,-0.085591644,-0.049324013,-0.022834053,0.28506783,0.043097574,-0.03608371,0.20952173,-0.14859115,0.25573698,0.14413069,0.32100132,0.23341459,0
0.21602352,0.22524899,0.18766654,0.5401088,0.5458852,-0.06238115,0.015311676,0.102768406,-0.030015275,0.25266793,0.17655501,0.20812757,0.3376201,0.8679082,-0.00097052724,-0.07345178,-0.0052731237,-0.06349051,0.3550656,0.38137287,0.04662425,0.40992802,0.0869364,0.42573676,-0.011030238,-0.019755334,0.104271,0.6617607,0.55406797,0.112243116,-0.0276166,-0.071182385,0.3396726,-0.053306412,0.08199882,0.2865925,0.08938826,0.6332465,-0.14629534,-0.03613194,1
-0.1922038,0.608582,0.68624663,0.92651534,0.90506595,-0.053128127,-0.14288394,0.0326817,-0.15205914,0.25366914,0.18966351,0.3111587,0.42333198,0.9891018,-0.033272788,-0.16745618,0.018420672,0.0045408406,-0.08548597,0.6452322,-0.08996351,0.57120705,0.12535854,0.5889325,-0.020423897,-0.12229142,0.14906307,0.87641954,0.86470026,-0.01496771,0.0013805619,0.6431712,-0.0013247608,-0.141015,0.45695806,-0.07798199,0.5140316,0.15080053,-0.24095869,0.8971348,1
-0.024630649,0.58256596,0.4829701,0.0270581,0.9065984,0.052153938,-0.09115695,-0.1323256,-0.03132496,0.29427922,0.12399049,0.22836745,0.29959583,0.96164435,-0.14770564,-0.018602144,0.07126951,-0.07698016,0.7587147,0.49941838,-0.04594346,0.48525995,-0.008092878,0.47765535,0.006391036,0.104785874,0.16595918,0.020849727,0.060923927,0.2385787,0.10500183,0.36225566,0.28982854,0.042539444,0.29477215,0.60983425,-0.6177108,0.8169595,0.14478907,-0.39023927,0
